姓名,身份证号,学号,专业班级,C1,C2,C3,C4,C5
杨艳,522725XXXXXXXX6872,2023217007,环境23-1班,94,76,22,72,D-
储雪,371428XXXXXXXX2918,2023217008,土木工程23-1班,80,73,84,87,B+
邱玲,420527XXXXXXXX6239,2023217009,新能源23-3班,92,42,58,80,D+
胡敏,130521XXXXXXXX7087,2023217010,计算机23-1班,70,25,20,68,A
范春梅,520500XXXXXXXX3591,2023217011,新媒体23-2班,60,66,74,76,A+
汪桂英,330283XXXXXXXX6110,2023217012,自动化23-2班,87,80,37,37,A+
李玉英,140423XXXXXXXX5715,2023217013,机械工程23-2班,47,68,96,80,C-
罗军,341825XXXXXXXX1295,2023217014,自动化23-3班,48,75,37,36,C
彭洁,320829XXXXXXXX0444,2023217015,电信科23-2班,82,44,55,69,D
张敏,130637XXXXXXXX4053,2023217016,自动化23-2班,92,42,17,45,B+
黄兰英,411522XXXXXXXX2576,2023217017,经济23-1班,90,31,66,41,D-
刘丽丽,610304XXXXXXXX0270,2023217018,英语23-3班,45,30,79,81,A+
赵利,130601XXXXXXXX9298,2023217019,广告23-2班,87,25,18,55,B-
王玉珍,420281XXXXXXXX0429,2023217020,机械工程23-2班,99,29,88,43,C-
杨坤,340521XXXXXXXX7905,2023217021,自动化23-2班,90,76,71,93,A-
罗欢,141122XXXXXXXX5688,2023217022,自动化23-3班,51,93,66,41,B-
曹敏,230703XXXXXXXX9636,2023217023,城市地下空间23-2班,57,84,68,51,D+
张杰,511500XXXXXXXX6888,2023217024,计算机23-1班,51,99,95,35,A+
杨艳,371601XXXXXXXX4211,2023217025,自动化23-3班,47,71,22,75,B+
张平,140828XXXXXXXX3840,2023217026,物流管理23-2班,57,46,31,83,C
和桂香,220203XXXXXXXX9715,2023217027,环境23-3班,53,72,54,39,D+
吴想,652828XXXXXXXX6975,2023217028,机械工程23-1班,78,84,95,62,E
朱想,320902XXXXXXXX2403,2023217029,化工23-3班,71,98,31,63,C+
范文,411326XXXXXXXX2917,2023217030,化工23-3班,97,92,84,81,A+
王云,532528XXXXXXXX4489,2023217031,新能源23-3班,49,92,52,42,B-
卢娜,620921XXXXXXXX2720,2023217032,经济23-1班,61,91,21,87,C
李欣,610113XXXXXXXX1291,2023217033,新能源23-1班,83,94,94,42,C+
萧霞,230203XXXXXXXX4015,2023217034,城市地下空间23-1班,99,74,96,35,B
邓东,140727XXXXXXXX803X,2023217035,化工23-1班,45,96,41,71,C+
王云,421123XXXXXXXX745X,2023217036,英语23-2班,55,76,96,82,B-
徐莹,530326XXXXXXXX3161,2023217037,新能源23-2班,78,71,79,90,C
张雷,211401XXXXXXXX1610,2023217038,物流管理23-2班,76,62,35,68,B
江晶,620402XXXXXXXX143X,2023217039,广告23-1班,85,75,81,73,A
张林,150425XXXXXXXX1202,2023217040,物流管理23-2班,93,68,23,64,B
刘娟,230700XXXXXXXX6032,2023217041,化工23-3班,81,56,81,85,D+
鲜桂芝,621102XXXXXXXX4080,2023217042,城市地下空间23-1班,60,95,27,42,B+
彭晨,469025XXXXXXXX5127,2023217043,广告23-1班,94,35,71,58,B-
王欢,210213XXXXXXXX8477,2023217044,经济23-2班,91,72,87,54,B
吴秀珍,450801XXXXXXXX2567,2023217045,环境23-2班,53,29,72,67,C+
蒋建平,231000XXXXXXXX6433,2023217046,广告23-1班,74,84,99,86,B+
刘凤兰,411423XXXXXXXX6057,2023217047,食品23-1班,48,57,69,82,C+
杜玉珍,130432XXXXXXXX6593,2023217048,电信科23-2班,77,52,26,36,A
栾雪,440222XXXXXXXX1614,2023217049,新能源23-2班,87,49,36,93,B
杨建军,451423XXXXXXXX8045,2023217050,自动化23-1班,67,25,54,35,A
张健,522725XXXXXXXX8907,2023217051,广告23-2班,93,62,18,52,C+
何淑兰,511681XXXXXXXX5661,2023217052,化工23-3班,62,93,84,52,C+
阎莹,411601XXXXXXXX2101,2023217053,法学23-2班,64,26,56,63,C+
樊桂芳,230703XXXXXXXX7799,2023217054,化工23-3班,54,70,60,42,D-
邓秀英,520422XXXXXXXX0852,2023217055,广告23-3班,76,27,42,69,A+
陈玉梅,231081XXXXXXXX3548,2023217056,新能源23-3班,96,41,20,61,C-
沙林,340121XXXXXXXX9188,2023217057,自动化23-3班,51,100,95,62,A+
方辉,445301XXXXXXXX6026,2023217058,广告23-3班,57,85,59,76,B+
刘桂荣,522625XXXXXXXX6735,2023217059,化工23-2班,62,42,32,96,C+
贾强,653023XXXXXXXX2892,2023217060,自动化23-3班,85,85,98,87,D
李健,445322XXXXXXXX9511,2023217061,电信科23-3班,62,62,99,49,D+
王娟,640301XXXXXXXX901X,2023217062,经济23-1班,84,77,51,78,A-
谭冬梅,620702XXXXXXXX6395,2023217063,新媒体23-1班,63,55,57,86,B+
姚淑兰,513330XXXXXXXX2686,2023217064,计算机23-1班,56,38,77,82,C+
张晨,131022XXXXXXXX862X,2023217065,城市地下空间23-2班,80,78,20,53,C+
吴超,350781XXXXXXXX1923,2023217066,土木工程23-2班,75,40,20,95,A-
胡霞,610322XXXXXXXX1034,2023217067,城市地下空间23-2班,70,94,57,89,D-
岳军,232700XXXXXXXX1766,2023217068,化工23-2班,89,51,59,40,E
萧梅,120102XXXXXXXX5810,2023217069,机械工程23-2班,71,62,77,89,D+
程俊,232700XXXXXXXX6531,2023217070,英语23-2班,52,85,79,45,A+
徐倩,230506XXXXXXXX2312,2023217071,英语23-1班,63,90,33,80,E
唐凤英,230281XXXXXXXX6661,2023217072,环境23-3班,59,73,48,43,C+
蒋丽华,440801XXXXXXXX4403,2023217073,经济23-1班,74,100,28,40,A-
辛琴,340602XXXXXXXX1518,2023217074,新媒体23-3班,47,60,34,66,D
李海燕,140823XXXXXXXX929X,2023217075,机械工程23-3班,78,45,61,86,E
常莉,440982XXXXXXXX2964,2023217076,经济23-1班,85,59,70,63,E
张宁,650107XXXXXXXX1268,2023217077,物流管理23-3班,54,74,51,98,A+
杨玉英,330101XXXXXXXX8895,2023217078,食品23-3班,78,82,20,91,A
贾鹏,350724XXXXXXXX2937,2023217079,机械工程23-1班,100,40,38,74,B
李桂芳,140200XXXXXXXX1289,2023217080,环境23-3班,94,69,15,90,B
李婷,220282XXXXXXXX9906,2023217081,新能源23-1班,75,52,28,70,D+
周凤兰,150523XXXXXXXX9616,2023217082,城市地下空间23-2班,63,58,64,63,C
陈建平,500231XXXXXXXX3021,2023217083,自动化23-2班,74,79,15,55,B
刘斌,440785XXXXXXXX0895,2023217084,环境23-3班,76,91,52,46,C+
林秀荣,360730XXXXXXXX3480,2023217085,土木工程23-2班,90,71,87,45,B
卢艳,321003XXXXXXXX9975,2023217086,广告23-1班,69,86,17,90,D-
杜玉,500119XXXXXXXX0992,2023217087,土木工程23-2班,63,41,93,89,D+
杜文,350600XXXXXXXX6459,2023217088,广告23-3班,85,62,42,81,E
薛慧,350702XXXXXXXX899X,2023217089,新能源23-2班,55,60,31,72,A+
袁萍,441826XXXXXXXX9600,2023217090,食品23-3班,46,90,16,54,D
张军,654021XXXXXXXX3200,2023217091,法学23-2班,63,63,26,49,C
曹燕,630122XXXXXXXX4213,2023217092,自动化23-1班,88,47,19,60,C
尹慧,450804XXXXXXXX598X,2023217093,化工23-2班,89,64,48,67,A+
王雪梅,360402XXXXXXXX5666,2023217094,物流管理23-1班,51,85,25,65,A-
邵丽娟,130434XXXXXXXX5783,2023217095,新能源23-1班,75,45,61,85,B+
傅桂芳,513437XXXXXXXX7311,2023217096,自动化23-1班,64,82,38,73,A-
林凤兰,320506XXXXXXXX7663,2023217097,广告23-2班,74,69,27,36,C
龚浩,371103XXXXXXXX0025,2023217098,法学23-3班,82,27,37,82,B+
邓英,511381XXXXXXXX2617,2023217099,新媒体23-1班,88,83,57,46,D+
余金凤,310106XXXXXXXX6386,2023217100,自动化23-3班,46,97,32,73,D
王芳,152223XXXXXXXX0623,2023217101,新媒体23-2班,87,27,73,56,B+
夏丽丽,410704XXXXXXXX4511,2023217102,英语23-1班,48,95,95,82,E
高玉梅,450124XXXXXXXX1243,2023217103,新能源23-1班,54,48,68,63,A+
张璐,410703XXXXXXXX2686,2023217104,化工23-1班,69,54,79,100,D+
李小红,230501XXXXXXXX3500,2023217105,广告23-3班,73,40,23,90,C+
李秀英,320200XXXXXXXX9504,2023217106,自动化23-3班,72,82,25,79,B
范婷婷,230126XXXXXXXX5973,2023217107,城市地下空间23-1班,62,74,54,54,B-
李淑兰,232721XXXXXXXX4346,2023217108,新媒体23-3班,72,90,76,36,A-
叶文,320404XXXXXXXX3796,2023217109,机械工程23-1班,69,66,98,44,A
骆东,341622XXXXXXXX4803,2023217110,食品23-2班,88,89,29,35,A-
任芳,610925XXXXXXXX4039,2023217111,新媒体23-1班,61,29,42,75,A+
宗平,420505XXXXXXXX5397,2023217112,食品23-3班,76,65,44,44,B-
张春梅,440116XXXXXXXX9554,2023217113,城市地下空间23-1班,84,71,52,77,D+
杨淑英,220106XXXXXXXX1358,2023217114,电信科23-3班,55,83,54,64,D
平东,220503XXXXXXXX3852,2023217115,法学23-1班,62,80,51,66,A+
彭琴,513328XXXXXXXX383X,2023217116,法学23-3班,95,32,29,90,B
周淑兰,610921XXXXXXXX1521,2023217117,食品23-2班,94,56,92,65,B-
陈凤英,653122XXXXXXXX5714,2023217118,物流管理23-2班,64,62,25,62,D
杨超,421224XXXXXXXX4114,2023217119,食品23-3班,85,87,55,96,B-
黎慧,620501XXXXXXXX6230,2023217120,化工23-3班,57,94,23,45,B-
李婷,440232XXXXXXXX1526,2023217121,食品23-1班,56,92,59,71,A+
李杰,140723XXXXXXXX562X,2023217122,自动化23-3班,66,82,41,44,A
张秀云,430626XXXXXXXX3413,2023217123,计算机23-1班,59,76,25,44,D-
赵兰英,450324XXXXXXXX8480,2023217124,城市地下空间23-1班,72,69,59,90,B+
林楠,331101XXXXXXXX1710,2023217125,机械工程23-1班,45,72,27,43,D+
李娟,152524XXXXXXXX0310,2023217126,法学23-3班,61,51,19,47,B+
邓金凤,410222XXXXXXXX7149,2023217127,经济23-2班,85,62,16,56,C
吕建军,141033XXXXXXXX1944,2023217128,城市地下空间23-2班,95,73,50,62,A-
唐彬,620922XXXXXXXX6502,2023217129,电信科23-2班,60,36,91,93,C-
王桂荣,652722XXXXXXXX4909,2023217130,计算机23-1班,87,100,19,75,B+
田秀英,632722XXXXXXXX925X,2023217131,新能源23-2班,47,58,53,92,B
徐飞,220203XXXXXXXX9025,2023217132,广告23-1班,65,51,33,54,A
王玉珍,350800XXXXXXXX3009,2023217133,机械工程23-2班,57,64,21,70,C-
阮波,511601XXXXXXXX3076,2023217134,自动化23-1班,60,61,53,71,B
蔡秀梅,450105XXXXXXXX5383,2023217135,化工23-3班,93,62,88,79,C
田玉梅,340404XXXXXXXX3811,2023217136,物流管理23-1班,83,67,92,89,B-
韩凤英,620521XXXXXXXX4051,2023217137,计算机23-3班,45,80,99,57,A+
尹玉梅,451281XXXXXXXX8447,2023217138,机械工程23-3班,96,65,44,68,D
陈桂珍,310116XXXXXXXX537X,2023217139,计算机23-1班,96,27,94,36,A
王桂芳,360202XXXXXXXX3035,2023217140,计算机23-3班,76,41,31,50,B-
张飞,420981XXXXXXXX1031,2023217141,环境23-2班,77,56,89,78,B-
李淑英,130582XXXXXXXX6950,2023217142,城市地下空间23-2班,62,42,69,64,C+
谢凤英,330183XXXXXXXX6766,2023217143,新能源23-1班,89,31,22,45,D-
孙淑珍,450203XXXXXXXX5632,2023217144,计算机23-3班,58,62,71,71,C-
马琳,350205XXXXXXXX0243,2023217145,新媒体23-1班,88,27,46,98,A
傅利,530322XXXXXXXX8887,2023217146,食品23-1班,95,39,33,82,C
陈秀云,431281XXXXXXXX3472,2023217147,法学23-1班,58,78,21,72,E
苗雪梅,211221XXXXXXXX3641,2023217148,环境23-2班,63,63,50,51,B+
高雷,610501XXXXXXXX5844,2023217149,电信科23-2班,96,60,98,51,A
常华,610726XXXXXXXX5446,2023217150,物流管理23-2班,82,40,65,78,E
陈云,321281XXXXXXXX7953,2023217151,经济23-3班,85,56,15,88,C
郭建,141102XXXXXXXX5853,2023217152,自动化23-2班,98,96,59,59,D+
韦芳,640301XXXXXXXX2450,2023217153,化工23-1班,51,49,90,60,D
高建平,610626XXXXXXXX5005,2023217154,物流管理23-2班,70,65,44,45,B+
刘萍,230781XXXXXXXX7375,2023217155,自动化23-1班,73,43,77,89,D
张建国,440811XXXXXXXX1877,2023217156,食品23-3班,80,87,48,96,B-
曾欣,520326XXXXXXXX9719,2023217157,计算机23-3班,88,56,48,99,D+
周伟,370406XXXXXXXX8929,2023217158,城市地下空间23-1班,96,46,23,97,C-
王艳,320703XXXXXXXX8402,2023217159,土木工程23-1班,52,61,94,78,E
刘琳,231181XXXXXXXX9025,2023217160,经济23-2班,94,66,70,90,B-
王颖,420112XXXXXXXX4927,2023217161,广告23-3班,79,76,55,97,A
林想,141033XXXXXXXX0569,2023217162,土木工程23-2班,92,92,16,93,D+
赵瑞,640423XXXXXXXX596X,2023217163,法学23-3班,95,75,26,47,D
龙杨,140925XXXXXXXX6551,2023217164,新能源23-3班,76,87,80,99,D+
刘艳,140623XXXXXXXX1610,2023217165,新媒体23-2班,73,83,54,70,D-
陈杨,421100XXXXXXXX0657,2023217166,城市地下空间23-1班,79,26,79,40,C+
沈凤兰,653201XXXXXXXX2324,2023217167,自动化23-1班,45,44,89,96,C-
姚坤,320682XXXXXXXX5968,2023217168,新能源23-2班,59,30,40,91,A
黄梅,131002XXXXXXXX4808,2023217169,新媒体23-3班,58,60,20,45,E
胡建军,411221XXXXXXXX4444,2023217170,化工23-3班,92,32,22,68,D
刘佳,532527XXXXXXXX6933,2023217171,自动化23-1班,56,88,34,84,B+
叶秀荣,540123XXXXXXXX2062,2023217172,食品23-1班,93,95,37,56,E
段东,230706XXXXXXXX2264,2023217173,物流管理23-1班,47,62,21,77,D-
魏浩,511101XXXXXXXX069X,2023217174,经济23-1班,51,29,77,84,D
汪淑珍,130626XXXXXXXX6919,2023217175,化工23-2班,85,31,87,73,B
罗欣,371401XXXXXXXX1758,2023217176,英语23-3班,87,62,41,59,D-
钱秀华,500113XXXXXXXX3262,2023217177,英语23-3班,87,91,16,76,B+
张平,440000XXXXXXXX2585,2023217178,城市地下空间23-3班,92,81,68,85,C-
李帆,152530XXXXXXXX5877,2023217179,土木工程23-2班,48,66,27,81,E
董亮,511381XXXXXXXX8087,2023217180,新媒体23-2班,64,91,99,46,A
吕凤英,220221XXXXXXXX5297,2023217181,广告23-3班,63,93,77,39,D-
张斌,150424XXXXXXXX9520,2023217182,物流管理23-1班,93,25,40,44,B-
李秀云,330326XXXXXXXX0321,2023217183,新能源23-1班,78,51,75,83,E
李浩,520113XXXXXXXX3986,2023217184,机械工程23-1班,70,88,62,59,C+
冯晶,450125XXXXXXXX6093,2023217185,食品23-3班,85,57,54,64,B
杨辉,431126XXXXXXXX1283,2023217186,自动化23-3班,79,91,54,90,B
李涛,220103XXXXXXXX2416,2023217187,计算机23-3班,75,86,31,94,E
王兰英,320115XXXXXXXX3474,2023217188,新媒体23-3班,80,25,16,67,A
陈敏,310112XXXXXXXX9102,2023217189,计算机23-2班,97,25,50,95,C+
吕淑英,371323XXXXXXXX3076,2023217190,土木工程23-3班,56,51,94,42,C
沈刚,440111XXXXXXXX9105,2023217191,食品23-1班,54,74,72,93,A+
沙柳,130201XXXXXXXX4598,2023217192,城市地下空间23-2班,82,30,19,94,D
梁梅,140429XXXXXXXX4722,2023217193,新能源23-3班,68,56,32,73,B+
孟欢,420526XXXXXXXX8372,2023217194,电信科23-1班,89,99,73,85,C+
王龙,420502XXXXXXXX8326,2023217195,英语23-3班,67,85,79,74,A+
陈秀荣,659003XXXXXXXX1747,2023217196,土木工程23-2班,50,66,54,69,A+
黄荣,610426XXXXXXXX0921,2023217197,环境23-3班,67,55,66,45,E
张佳,620422XXXXXXXX5017,2023217198,经济23-2班,80,45,32,88,A+
马凤英,419001XXXXXXXX2898,2023217199,化工23-3班,85,80,51,60,B-
王璐,130925XXXXXXXX1049,2023217200,经济23-3班,70,34,41,87,C
毛慧,350824XXXXXXXX8516,2023217201,电信科23-2班,70,45,72,35,A+
唐颖,420984XXXXXXXX6121,2023217202,机械工程23-3班,96,58,73,75,C+
何志强,513221XXXXXXXX2761,2023217203,经济23-3班,67,74,47,42,E
汤小红,130601XXXXXXXX8201,2023217204,城市地下空间23-2班,95,100,31,77,D+
莫林,421100XXXXXXXX0757,2023217205,英语23-3班,62,90,76,99,A+
陈勇,611026XXXXXXXX470X,2023217206,土木工程23-1班,96,40,41,58,A
曾欢,441625XXXXXXXX8191,2023217207,新媒体23-3班,86,55,72,47,C+
王小红,350203XXXXXXXX4908,2023217208,新媒体23-1班,65,72,78,46,B-
叶小红,511622XXXXXXXX4743,2023217209,法学23-1班,52,91,38,53,D
郑丹,350301XXXXXXXX7828,2023217210,新媒体23-1班,47,47,47,82,A
黄建国,654026XXXXXXXX2880,2023217211,电信科23-3班,73,45,23,87,C
张健,420117XXXXXXXX5455,2023217212,环境23-3班,81,30,24,69,D
周玉梅,441600XXXXXXXX0982,2023217213,法学23-1班,77,84,23,73,E
黄柳,230182XXXXXXXX9302,2023217214,化工23-1班,70,34,35,53,C-
贾兵,510311XXXXXXXX2605,2023217215,食品23-1班,93,29,57,98,D
王健,340700XXXXXXXX3765,2023217216,经济23-2班,71,71,49,36,E
秦淑华,130431XXXXXXXX1714,2023217217,化工23-3班,75,44,17,51,C-
刘华,370923XXXXXXXX8960,2023217218,计算机23-3班,63,82,55,98,A-
王建国,140981XXXXXXXX6979,2023217219,土木工程23-2班,81,25,39,46,C
高帆,430802XXXXXXXX5958,2023217220,计算机23-2班,85,51,76,48,D-
王博,654223XXXXXXXX6794,2023217221,新能源23-1班,76,38,96,41,E
程芳,511381XXXXXXXX7257,2023217222,食品23-3班,66,94,30,87,A+
邢柳,420921XXXXXXXX8111,2023217223,城市地下空间23-1班,96,98,97,43,C-
谢小红,150625XXXXXXXX4104,2023217224,食品23-2班,88,63,68,94,A-
张建华,331121XXXXXXXX3725,2023217225,环境23-2班,88,93,62,38,D
康岩,522626XXXXXXXX7175,2023217226,英语23-1班,66,79,58,55,D+
王凤兰,150401XXXXXXXX8149,2023217227,城市地下空间23-2班,99,53,54,92,A
刘秀英,230230XXXXXXXX9594,2023217228,化工23-1班,79,36,46,79,A+
王丽华,440801XXXXXXXX4680,2023217229,英语23-3班,94,84,91,52,C
罗秀云,610326XXXXXXXX2046,2023217230,城市地下空间23-2班,58,90,66,52,C+
侯秀兰,130281XXXXXXXX5172,2023217231,土木工程23-2班,45,80,38,52,E
杨林,341000XXXXXXXX7330,2023217232,土木工程23-2班,93,59,21,67,D+
周建国,451123XXXXXXXX8843,2023217233,自动化23-1班,51,91,67,59,A-
冯婷,130682XXXXXXXX7403,2023217234,新媒体23-3班,63,40,34,98,B
刘丽丽,540101XXXXXXXX7858,2023217235,物流管理23-2班,63,64,83,52,C+
赵淑英,360430XXXXXXXX6838,2023217236,城市地下空间23-1班,72,48,16,36,E
詹斌,130107XXXXXXXX2865,2023217237,新媒体23-1班,95,34,40,89,A-
林文,370113XXXXXXXX8694,2023217238,自动化23-2班,82,33,33,55,B+
龙杰,130430XXXXXXXX7924,2023217239,英语23-3班,72,65,33,100,D+
杨丹,410882XXXXXXXX0140,2023217240,食品23-3班,54,47,58,51,C
李雷,431022XXXXXXXX2438,2023217241,新媒体23-2班,86,90,63,35,B
宿利,340200XXXXXXXX3203,2023217242,自动化23-2班,51,37,98,50,D-
余凤兰,350429XXXXXXXX8012,2023217243,英语23-3班,99,68,16,99,A
杨明,141082XXXXXXXX3360,2023217244,机械工程23-3班,87,42,78,38,A-
刘秀珍,530827XXXXXXXX8469,2023217245,化工23-1班,51,58,40,68,D-
潘明,522626XXXXXXXX3392,2023217246,英语23-3班,68,90,76,74,D-
王淑兰,510184XXXXXXXX1612,2023217247,法学23-1班,46,60,86,56,A+
武杨,430321XXXXXXXX6984,2023217248,广告23-3班,54,57,20,90,E
陈凤兰,232700XXXXXXXX9748,2023217249,机械工程23-2班,78,58,99,71,C-
余红,511304XXXXXXXX2365,2023217250,广告23-3班,77,56,36,78,B-
覃云,222401XXXXXXXX0096,2023217251,环境23-2班,68,87,66,98,E
张玉华,361030XXXXXXXX9901,2023217252,电信科23-1班,54,52,54,43,B-
郭荣,130128XXXXXXXX6740,2023217253,新能源23-2班,90,50,44,93,D
陈兰英,320602XXXXXXXX0296,2023217254,机械工程23-1班,100,48,17,55,C-
曾斌,530500XXXXXXXX4853,2023217255,新媒体23-3班,89,100,63,52,A-
杨建,150522XXXXXXXX1831,2023217256,法学23-2班,84,70,81,97,D
辛瑞,650205XXXXXXXX4061,2023217257,环境23-2班,57,70,77,99,D+
王莉,610304XXXXXXXX5778,2023217258,机械工程23-1班,57,93,59,54,A
李建军,231200XXXXXXXX4073,2023217259,物流管理23-1班,57,91,66,99,D+
余玉梅,360828XXXXXXXX5506,2023217260,物流管理23-3班,76,30,51,56,C
贺玉兰,441521XXXXXXXX2604,2023217261,化工23-2班,51,83,19,99,D-
李莉,530629XXXXXXXX1349,2023217262,新能源23-2班,94,51,39,45,D+
纪伟,220211XXXXXXXX6721,2023217263,英语23-3班,80,67,83,59,C-
路秀梅,150124XXXXXXXX601X,2023217264,新能源23-2班,53,83,99,54,A-
潘瑜,340323XXXXXXXX1356,2023217265,物流管理23-2班,99,62,27,53,C
匡明,410726XXXXXXXX0169,2023217266,经济23-2班,94,51,77,83,C
余霞,445321XXXXXXXX0972,2023217267,食品23-2班,53,93,100,59,A+
孙阳,150124XXXXXXXX0403,2023217268,电信科23-1班,78,28,26,61,B
杨莹,451225XXXXXXXX6128,2023217269,广告23-1班,99,77,48,58,A-
陈海燕,430422XXXXXXXX0883,2023217270,自动化23-1班,91,42,61,48,C+
谢宇,331021XXXXXXXX5260,2023217271,广告23-3班,78,55,57,69,D-
贾春梅,411002XXXXXXXX7690,2023217272,城市地下空间23-1班,100,28,76,78,D-
张东,431202XXXXXXXX0980,2023217273,机械工程23-1班,70,54,95,77,A
陈宁,431002XXXXXXXX0499,2023217274,城市地下空间23-1班,94,71,78,52,C+
徐宇,371201XXXXXXXX3451,2023217275,物流管理23-2班,93,100,31,63,A+
王春梅,230201XXXXXXXX3116,2023217276,英语23-1班,55,69,64,76,A
陈丹,150501XXXXXXXX5351,2023217277,新能源23-1班,95,85,26,48,C
唐斌,440512XXXXXXXX3256,2023217278,城市地下空间23-2班,57,64,78,54,B+
王秀兰,231223XXXXXXXX8369,2023217279,环境23-1班,70,97,34,46,C+
覃建国,340504XXXXXXXX0518,2023217280,土木工程23-1班,65,36,90,96,D
顾磊,370203XXXXXXXX6313,2023217281,英语23-2班,79,82,73,51,B-
郑秀兰,360881XXXXXXXX1668,2023217282,环境23-1班,88,57,30,64,A-
徐红梅,520628XXXXXXXX8544,2023217283,机械工程23-2班,84,60,37,86,B
陈杰,131122XXXXXXXX1385,2023217284,计算机23-3班,100,78,55,55,B
吴健,230711XXXXXXXX7480,2023217285,经济23-3班,78,69,62,69,B-
徐秀兰,610721XXXXXXXX2208,2023217286,物流管理23-3班,82,47,96,65,E
邓东,654026XXXXXXXX051X,2023217287,英语23-2班,47,50,55,95,A+
张莹,411300XXXXXXXX7376,2023217288,广告23-1班,88,60,17,100,B-
王秀云,130131XXXXXXXX6620,2023217289,广告23-2班,60,44,21,86,E
谭芳,469005XXXXXXXX7373,2023217290,广告23-3班,65,38,60,41,B+
平丽华,511024XXXXXXXX5693,2023217291,法学23-1班,45,79,27,98,C-
刘想,431302XXXXXXXX4927,2023217292,化工23-2班,74,76,55,50,D+
吴桂兰,520111XXXXXXXX0074,2023217293,城市地下空间23-1班,96,58,50,59,B+
张秀华,140423XXXXXXXX5560,2023217294,英语23-2班,72,47,23,60,D-
李波,350101XXXXXXXX6585,2023217295,食品23-2班,76,80,83,76,B+
徐雪梅,360425XXXXXXXX6487,2023217296,土木工程23-2班,49,75,72,68,D
吴磊,530901XXXXXXXX8412,2023217297,英语23-3班,86,84,57,42,D-
王辉,350701XXXXXXXX5674,2023217298,食品23-2班,66,53,59,88,A
陈淑华,130100XXXXXXXX3618,2023217299,计算机23-1班,81,73,91,62,A+
段军,341200XXXXXXXX7843,2023217300,法学23-1班,53,73,98,67,B-
石飞,340405XXXXXXXX1547,2023217301,电信科23-1班,78,81,24,92,D
方冬梅,530112XXXXXXXX2738,2023217302,物流管理23-1班,55,34,77,90,D+
范秀芳,451322XXXXXXXX6039,2023217303,新能源23-3班,93,66,17,42,B+
梁洋,130421XXXXXXXX6444,2023217304,经济23-3班,60,82,26,53,B+
张佳,370611XXXXXXXX8164,2023217305,食品23-3班,73,40,65,46,A+
王秀芳,370105XXXXXXXX5290,2023217306,新能源23-2班,97,33,95,43,C+
潘丹丹,430124XXXXXXXX8716,2023217307,新媒体23-3班,89,75,24,63,B
蔡桂芳,220201XXXXXXXX7780,2023217308,广告23-1班,97,50,97,56,A+
傅建军,340225XXXXXXXX0910,2023217309,广告23-2班,70,42,89,43,D
聂倩,610730XXXXXXXX8446,2023217310,城市地下空间23-3班,71,99,95,41,B-
王小红,330324XXXXXXXX2314,2023217311,自动化23-2班,55,75,33,37,C-
吴彬,130984XXXXXXXX010X,2023217312,新能源23-3班,84,54,60,65,A
李春梅,341202XXXXXXXX7444,2023217313,新能源23-3班,64,64,89,94,A
韩飞,330127XXXXXXXX5801,2023217314,法学23-3班,58,69,82,41,D-
胡华,632621XXXXXXXX3866,2023217315,电信科23-3班,60,86,52,65,B-
江琴,141000XXXXXXXX8458,2023217316,自动化23-1班,56,37,89,97,A-
杨冬梅,130731XXXXXXXX8371,2023217317,电信科23-3班,45,91,78,92,C
刘亮,230722XXXXXXXX9187,2023217318,计算机23-2班,60,50,79,78,D-
吴霞,411503XXXXXXXX1778,2023217319,新能源23-3班,57,62,17,95,B
王文,542228XXXXXXXX5636,2023217320,法学23-1班,93,32,46,95,C
王峰,330283XXXXXXXX7240,2023217321,电信科23-1班,45,79,84,68,C
韩红,620121XXXXXXXX0121,2023217322,食品23-1班,67,93,64,91,A
李秀华,220103XXXXXXXX7551,2023217323,英语23-2班,74,55,64,49,C
杨玲,450921XXXXXXXX5533,2023217324,物流管理23-1班,77,75,87,81,D
班小红,350425XXXXXXXX5681,2023217325,机械工程23-3班,96,58,62,68,C+
王晶,231000XXXXXXXX9133,2023217326,环境23-2班,66,93,87,40,C+
范杨,110102XXXXXXXX9999,2023217327,食品23-1班,61,48,87,41,C+
舒桂芝,420981XXXXXXXX3012,2023217328,新能源23-2班,57,61,51,41,B-
杨秀珍,140227XXXXXXXX1739,2023217329,经济23-3班,60,48,51,98,C-
王林,371728XXXXXXXX017X,2023217330,城市地下空间23-1班,99,85,37,45,D
刘璐,620123XXXXXXXX4944,2023217331,新媒体23-2班,60,32,60,37,A-
方冬梅,320201XXXXXXXX0435,2023217332,电信科23-2班,76,41,70,52,A
高莹,513422XXXXXXXX2527,2023217333,新媒体23-3班,60,41,79,75,A-
张涛,610721XXXXXXXX2008,2023217334,法学23-3班,47,100,46,47,D-
张颖,540127XXXXXXXX6449,2023217335,电信科23-1班,65,93,17,88,D-
何岩,341221XXXXXXXX1113,2023217336,经济23-3班,55,100,36,71,A
赵冬梅,130322XXXXXXXX9799,2023217337,新媒体23-2班,84,68,62,57,A
李平,130524XXXXXXXX5754,2023217338,英语23-1班,78,56,27,82,A
吴亮,210781XXXXXXXX5065,2023217339,城市地下空间23-1班,70,27,29,93,C+
吴成,421301XXXXXXXX5815,2023217340,新媒体23-1班,92,83,50,35,A
刘倩,542524XXXXXXXX0761,2023217341,机械工程23-3班,52,68,54,78,A
