姓名,身份证号,学号,专业班级,C1,C2,C3,C4,C5
徐秀珍,361030XXXXXXXX948X,2024217004,广告23-1班,64,40,45,55,D-
邢玲,150221XXXXXXXX8823,2024217005,食品23-2班,81,81,65,42,B+
张玉梅,130929XXXXXXXX9717,2024217006,法学23-3班,89,68,66,54,C
欧磊,630105XXXXXXXX5373,2024217007,物流管理23-3班,96,80,85,39,B
王超,445321XXXXXXXX1831,2024217008,环境23-1班,61,95,73,68,A+
唐小红,610622XXXXXXXX6278,2024217009,城市地下空间23-1班,72,72,33,77,C+
胡雪,140725XXXXXXXX1233,2024217010,食品23-3班,100,74,67,54,D-
张健,211322XXXXXXXX6342,2024217011,经济23-3班,74,100,59,63,B+
张兵,320623XXXXXXXX1733,2024217012,英语23-2班,58,67,54,60,D
唐玉华,210804XXXXXXXX4166,2024217013,化工23-1班,47,89,85,36,C
任丽丽,430981XXXXXXXX339X,2024217014,广告23-1班,89,44,72,98,E
张云,469003XXXXXXXX372X,2024217015,化工23-3班,87,52,39,94,D+
尹刚,150801XXXXXXXX0143,2024217016,物流管理23-3班,99,60,53,41,A
杨平,220301XXXXXXXX0704,2024217017,土木工程23-2班,92,98,54,37,B+
尉岩,361021XXXXXXXX6108,2024217018,机械工程23-1班,72,32,34,38,C
王建国,370830XXXXXXXX5059,2024217019,广告23-2班,55,66,37,62,E
易亮,610623XXXXXXXX6934,2024217020,土木工程23-3班,56,83,43,81,B+
李海燕,110229XXXXXXXX7638,2024217021,物流管理23-3班,93,32,65,52,C
曹建国,370306XXXXXXXX8891,2024217022,计算机23-2班,81,82,89,93,A+
林斌,440117XXXXXXXX3117,2024217023,机械工程23-3班,82,49,32,50,A
武玉兰,610630XXXXXXXX9584,2024217024,化工23-1班,57,48,50,66,C
李洁,460204XXXXXXXX0370,2024217025,英语23-1班,76,79,54,56,A
李桂芝,330322XXXXXXXX1865,2024217026,新媒体23-1班,92,51,46,37,A+
李淑兰,610125XXXXXXXX9154,2024217027,广告23-1班,59,88,18,80,E
张涛,429006XXXXXXXX5198,2024217028,英语23-1班,60,92,73,89,B
赵丽娟,440100XXXXXXXX8013,2024217029,环境23-2班,48,58,97,65,D+
邵晶,410203XXXXXXXX1036,2024217030,城市地下空间23-1班,78,48,32,47,A+
黄淑珍,450603XXXXXXXX3297,2024217031,土木工程23-1班,85,98,38,82,C-
闵涛,500241XXXXXXXX2180,2024217032,机械工程23-3班,70,81,48,92,D
赵秀华,140603XXXXXXXX8684,2024217033,法学23-1班,70,47,41,51,C+
孙慧,320200XXXXXXXX0193,2024217034,法学23-3班,47,85,40,98,E
魏婷婷,654321XXXXXXXX4667,2024217035,自动化23-2班,90,77,87,45,A+
孙娟,542427XXXXXXXX4358,2024217036,法学23-2班,74,96,85,90,D-
杨琳,513225XXXXXXXX4551,2024217037,机械工程23-2班,46,35,61,57,A-
张建国,130530XXXXXXXX0805,2024217038,经济23-1班,87,88,97,79,A
卓琳,150921XXXXXXXX8622,2024217039,计算机23-3班,51,93,47,72,D
王彬,150826XXXXXXXX0924,2024217040,自动化23-1班,64,32,78,53,E
姜春梅,321102XXXXXXXX330X,2024217041,机械工程23-2班,67,31,62,49,A-
谢玉梅,420502XXXXXXXX9725,2024217042,计算机23-1班,78,51,74,87,C-
徐艳,230501XXXXXXXX5049,2024217043,土木工程23-3班,76,36,19,59,D+
易玉华,450400XXXXXXXX5870,2024217044,广告23-3班,83,73,93,65,B-
刘俊,230305XXXXXXXX2439,2024217045,自动化23-2班,48,99,86,99,D+
黄英,411501XXXXXXXX3717,2024217046,计算机23-1班,58,37,94,74,E
曹杨,340881XXXXXXXX0987,2024217047,机械工程23-3班,97,77,62,72,B
石秀云,431024XXXXXXXX533X,2024217048,物流管理23-3班,74,79,49,60,D+
刘玉英,533122XXXXXXXX6127,2024217049,食品23-1班,70,31,84,57,B
唐建国,632224XXXXXXXX0377,2024217050,机械工程23-1班,79,51,90,73,C
赵红,620502XXXXXXXX7208,2024217051,机械工程23-3班,61,92,42,85,D-
姜丽华,420201XXXXXXXX501X,2024217052,机械工程23-3班,89,65,30,37,D
杨瑜,540237XXXXXXXX637X,2024217053,经济23-3班,69,61,56,43,A+
张峰,330825XXXXXXXX1897,2024217054,广告23-3班,45,62,69,47,C+
满建军,640105XXXXXXXX7527,2024217055,食品23-1班,47,92,71,74,A-
袁文,320117XXXXXXXX6581,2024217056,新能源23-3班,75,81,97,100,C-
唐雪,210902XXXXXXXX8984,2024217057,城市地下空间23-1班,54,41,22,72,C-
冯峰,320412XXXXXXXX4090,2024217058,电信科23-3班,94,100,60,54,C
杜华,430112XXXXXXXX0966,2024217059,食品23-2班,75,48,86,73,B
阚桂香,513400XXXXXXXX656X,2024217060,计算机23-2班,84,63,17,90,A-
邹洁,510901XXXXXXXX771X,2024217061,土木工程23-2班,91,76,35,97,B+
王平,141123XXXXXXXX4310,2024217062,土木工程23-1班,58,35,47,64,C-
郑明,510724XXXXXXXX2743,2024217063,广告23-2班,76,25,93,93,A+
李莉,230111XXXXXXXX8054,2024217064,自动化23-1班,49,39,16,67,B+
胡萍,210803XXXXXXXX7637,2024217065,食品23-1班,54,93,54,54,D-
邵萍,451281XXXXXXXX1482,2024217066,城市地下空间23-1班,55,57,42,78,D-
刘宇,370283XXXXXXXX0437,2024217067,化工23-2班,54,78,75,60,D
许建军,450621XXXXXXXX4904,2024217068,城市地下空间23-3班,70,95,88,55,C-
陈阳,350504XXXXXXXX2271,2024217069,新媒体23-1班,49,96,22,58,E
杨宇,542423XXXXXXXX952X,2024217070,新能源23-3班,84,34,21,61,D
吕畅,411627XXXXXXXX3583,2024217071,土木工程23-3班,64,79,57,54,A+
包颖,420203XXXXXXXX4209,2024217072,英语23-1班,97,61,40,62,B
黄建国,320114XXXXXXXX5465,2024217073,法学23-2班,69,82,38,53,B-
陆瑜,460106XXXXXXXX2574,2024217074,英语23-3班,86,56,24,48,C
马冬梅,360722XXXXXXXX8445,2024217075,广告23-1班,63,88,62,64,C-
郭桂芝,210521XXXXXXXX6369,2024217076,经济23-3班,48,99,79,80,B-
赖飞,440281XXXXXXXX462X,2024217077,新能源23-3班,93,41,23,72,A-
郑宇,520323XXXXXXXX2714,2024217078,新能源23-3班,54,54,41,39,C-
徐阳,620422XXXXXXXX3352,2024217079,经济23-3班,91,26,48,74,B-
李晶,220581XXXXXXXX5245,2024217080,经济23-3班,54,33,93,65,A+
潘梅,361024XXXXXXXX347X,2024217081,广告23-1班,82,90,80,99,A
谭秀珍,141000XXXXXXXX0328,2024217082,自动化23-2班,61,54,62,90,C
费琳,450722XXXXXXXX7424,2024217083,土木工程23-3班,57,45,24,37,B-
陈健,211481XXXXXXXX0475,2024217084,广告23-1班,59,25,29,91,C
罗雪,610921XXXXXXXX838X,2024217085,食品23-3班,47,99,31,96,C-
牛玉兰,530424XXXXXXXX6586,2024217086,广告23-2班,58,54,54,62,C+
章颖,520328XXXXXXXX3300,2024217087,化工23-3班,90,83,68,71,C+
徐桂香,130636XXXXXXXX247X,2024217088,城市地下空间23-1班,47,36,82,37,C+
王飞,532326XXXXXXXX5054,2024217089,新媒体23-2班,48,26,52,100,B-
王明,451102XXXXXXXX9090,2024217090,广告23-3班,58,55,80,44,B+
秦丽,511502XXXXXXXX7300,2024217091,自动化23-1班,50,70,33,98,B
张兰英,450221XXXXXXXX5101,2024217092,食品23-2班,70,38,85,53,A+
干凯,532628XXXXXXXX6654,2024217093,法学23-2班,52,38,20,41,C+
吴淑珍,360732XXXXXXXX7962,2024217094,计算机23-1班,60,47,49,84,C+
王秀珍,540230XXXXXXXX9488,2024217095,广告23-1班,68,59,56,85,C+
冉倩,350581XXXXXXXX8446,2024217096,城市地下空间23-1班,45,27,19,51,D-
郑坤,350128XXXXXXXX4541,2024217097,广告23-1班,52,66,33,66,C+
刘玉英,421224XXXXXXXX1483,2024217098,经济23-3班,80,72,93,52,D+
陈玉梅,230203XXXXXXXX958X,2024217099,物流管理23-3班,68,83,20,76,C+
孙桂芳,430408XXXXXXXX5025,2024217100,环境23-1班,51,67,91,64,C-
王金凤,410106XXXXXXXX2925,2024217101,英语23-1班,62,25,38,67,B+
宫慧,410222XXXXXXXX3922,2024217102,法学23-3班,52,26,15,35,B-
牟东,371100XXXXXXXX1147,2024217103,新能源23-2班,79,56,37,92,C
李倩,500151XXXXXXXX0838,2024217104,新媒体23-2班,87,98,46,35,D-
徐超,520203XXXXXXXX3407,2024217105,计算机23-1班,94,29,39,59,C+
单玉英,532627XXXXXXXX0229,2024217106,广告23-2班,62,37,58,56,D
马伟,340801XXXXXXXX3257,2024217107,机械工程23-3班,48,29,51,94,B-
柴平,653125XXXXXXXX2061,2024217108,食品23-3班,93,76,38,68,D
胡鑫,451028XXXXXXXX2888,2024217109,城市地下空间23-3班,63,97,64,68,B-
任琴,520526XXXXXXXX6289,2024217110,机械工程23-1班,48,27,92,76,C
林玉华,220700XXXXXXXX2683,2024217111,食品23-1班,90,76,64,88,C-
沈玉梅,610902XXXXXXXX4350,2024217112,食品23-3班,67,65,46,74,D-
张柳,140623XXXXXXXX2512,2024217113,法学23-1班,84,49,19,72,D
林桂珍,340523XXXXXXXX9097,2024217114,土木工程23-1班,86,90,37,99,B-
郝莉,371422XXXXXXXX2651,2024217115,食品23-3班,59,80,51,51,A+
贾华,441322XXXXXXXX210X,2024217116,环境23-3班,80,66,88,92,D
刘平,610527XXXXXXXX2363,2024217117,法学23-3班,83,82,28,35,B-
邱柳,421182XXXXXXXX0436,2024217118,物流管理23-2班,70,90,26,53,B-
林晶,130283XXXXXXXX1986,2024217119,自动化23-3班,49,58,49,67,B+
谭英,140223XXXXXXXX6357,2024217120,新能源23-1班,53,92,69,49,C+
刘玉兰,632622XXXXXXXX8719,2024217121,计算机23-1班,74,56,79,35,A
方凯,620821XXXXXXXX2454,2024217122,经济23-2班,82,82,61,69,D+
徐勇,530800XXXXXXXX6529,2024217123,新媒体23-3班,53,66,52,63,C+
陈柳,140602XXXXXXXX3619,2024217124,机械工程23-1班,99,72,96,53,E
张宁,610402XXXXXXXX2867,2024217125,食品23-3班,69,56,16,57,B-
杨建华,230702XXXXXXXX5687,2024217126,广告23-1班,79,26,27,37,A+
唐鑫,431003XXXXXXXX7100,2024217127,食品23-2班,47,49,84,47,C-
李凤英,130223XXXXXXXX0407,2024217128,新媒体23-1班,91,87,20,64,B+
孙晶,640400XXXXXXXX5591,2024217129,法学23-2班,100,84,62,84,D+
陈秀华,321000XXXXXXXX4075,2024217130,经济23-2班,95,81,32,72,B+
卓桂香,610828XXXXXXXX1559,2024217131,土木工程23-3班,55,47,51,82,C
胡冬梅,231224XXXXXXXX2008,2024217132,英语23-1班,65,32,99,84,B-
金博,330424XXXXXXXX168X,2024217133,土木工程23-3班,71,45,80,58,B
向佳,330602XXXXXXXX6988,2024217134,食品23-1班,62,98,41,97,D+
芦秀英,533102XXXXXXXX3884,2024217135,化工23-3班,95,81,62,64,A
张华,460107XXXXXXXX6469,2024217136,环境23-2班,75,90,97,79,A-
游雪,621101XXXXXXXX1255,2024217137,物流管理23-2班,96,72,97,49,C
龚红霞,341500XXXXXXXX7861,2024217138,新能源23-1班,47,28,65,97,D-
吕金凤,141126XXXXXXXX7484,2024217139,环境23-1班,80,78,80,49,B
刘梅,130623XXXXXXXX5060,2024217140,自动化23-2班,57,25,88,53,A-
黄峰,513231XXXXXXXX1108,2024217141,物流管理23-2班,86,84,88,44,A+
张桂芝,410800XXXXXXXX4270,2024217142,广告23-3班,62,41,86,40,C+
魏秀英,231085XXXXXXXX7294,2024217143,广告23-2班,53,69,32,36,B
唐丽丽,610602XXXXXXXX631X,2024217144,新媒体23-3班,79,91,52,83,B-
邓秀荣,510504XXXXXXXX0948,2024217145,食品23-1班,67,33,96,49,D
邢玉,610921XXXXXXXX7097,2024217146,物流管理23-2班,57,43,32,36,C-
陆海燕,440601XXXXXXXX2859,2024217147,食品23-3班,80,53,61,90,A+
杨秀珍,220422XXXXXXXX3813,2024217148,电信科23-1班,88,59,69,78,E
范宇,230421XXXXXXXX0220,2024217149,新能源23-2班,85,35,27,52,C
廖岩,230900XXXXXXXX4408,2024217150,化工23-1班,48,99,32,63,C
杜颖,370611XXXXXXXX4728,2024217151,新媒体23-3班,75,58,18,64,A-
潘秀英,611000XXXXXXXX7532,2024217152,新能源23-3班,67,60,35,62,D
曾淑珍,341502XXXXXXXX041X,2024217153,经济23-1班,89,83,40,86,D-
刘坤,370827XXXXXXXX8598,2024217154,计算机23-2班,68,62,21,78,D-
崔楠,152900XXXXXXXX938X,2024217155,化工23-3班,47,69,81,52,D-
邓玉华,220202XXXXXXXX9765,2024217156,自动化23-2班,49,73,42,39,A
萧兰英,210602XXXXXXXX7394,2024217157,广告23-2班,56,80,69,53,D-
任小红,130110XXXXXXXX6222,2024217158,机械工程23-2班,94,29,43,53,D
卢玉华,370300XXXXXXXX7478,2024217159,物流管理23-2班,55,32,84,56,B+
陆宇,141034XXXXXXXX7886,2024217160,计算机23-1班,56,98,61,100,B
程艳,411122XXXXXXXX3147,2024217161,化工23-2班,63,42,24,59,A
龚梅,441203XXXXXXXX6285,2024217162,新能源23-1班,48,79,24,94,B+
刘成,150926XXXXXXXX1196,2024217163,法学23-2班,82,36,80,93,C
黄淑华,131024XXXXXXXX2247,2024217164,环境23-1班,85,62,77,62,C+
姚旭,130303XXXXXXXX9497,2024217165,食品23-2班,48,92,72,51,B
董建平,450800XXXXXXXX8545,2024217166,城市地下空间23-3班,75,57,41,88,A
谭欢,610827XXXXXXXX6798,2024217167,自动化23-1班,77,79,61,36,B-
刘雷,630123XXXXXXXX0892,2024217168,环境23-1班,61,54,95,76,A-
曾飞,431126XXXXXXXX7994,2024217169,环境23-2班,100,40,60,56,B-
罗平,621022XXXXXXXX1980,2024217170,机械工程23-3班,92,41,96,38,D-
陈秀华,141025XXXXXXXX1708,2024217171,法学23-2班,63,31,96,95,B-
王芳,440114XXXXXXXX4099,2024217172,英语23-1班,60,79,78,94,B-
梁淑珍,341700XXXXXXXX3880,2024217173,经济23-2班,57,56,42,100,A+
孙旭,210500XXXXXXXX1764,2024217174,新媒体23-2班,91,51,40,87,B-
杨帅,522636XXXXXXXX9883,2024217175,食品23-1班,65,38,47,93,C-
谢婷,522731XXXXXXXX8607,2024217176,英语23-1班,94,71,62,76,C-
潘浩,520525XXXXXXXX6985,2024217177,自动化23-3班,97,38,64,51,D+
王伟,410303XXXXXXXX4134,2024217178,城市地下空间23-1班,80,72,28,44,A-
崔桂香,330401XXXXXXXX0970,2024217179,计算机23-3班,61,79,67,37,B+
何莹,340222XXXXXXXX7109,2024217180,法学23-3班,45,63,68,59,C+
王建国,622900XXXXXXXX4134,2024217181,法学23-1班,66,50,87,52,B-
阳云,152221XXXXXXXX0030,2024217182,环境23-2班,77,86,35,75,C
欧阳燕,620524XXXXXXXX970X,2024217183,土木工程23-3班,93,37,39,77,D
潘霞,230302XXXXXXXX7348,2024217184,计算机23-2班,84,54,25,88,B+
刘秀芳,632801XXXXXXXX8936,2024217185,化工23-2班,53,26,34,59,E
张伟,350429XXXXXXXX8183,2024217186,机械工程23-2班,93,93,18,74,A+
徐博,321200XXXXXXXX110X,2024217187,食品23-2班,67,96,86,68,B-
许宁,361121XXXXXXXX6409,2024217188,新媒体23-2班,99,68,92,70,D+
李成,320508XXXXXXXX9858,2024217189,食品23-1班,66,27,93,81,D+
杜玉英,513300XXXXXXXX1112,2024217190,土木工程23-3班,47,59,76,89,E
黄金凤,445321XXXXXXXX2067,2024217191,环境23-1班,76,89,31,89,E
张勇,431322XXXXXXXX7998,2024217192,电信科23-1班,56,85,44,62,B
杨瑜,350582XXXXXXXX7418,2024217193,物流管理23-3班,95,78,54,71,A
柏志强,460201XXXXXXXX3166,2024217194,新媒体23-2班,93,37,29,71,B-
谭桂芳,451300XXXXXXXX884X,2024217195,化工23-2班,47,78,99,62,E
姚晶,522628XXXXXXXX0536,2024217196,英语23-1班,54,40,27,46,E
陈兵,610300XXXXXXXX0869,2024217197,计算机23-2班,73,35,37,73,A-
钱桂荣,511528XXXXXXXX1372,2024217198,土木工程23-3班,86,82,84,49,A+
韦杨,411103XXXXXXXX4039,2024217199,城市地下空间23-2班,94,33,43,80,A+
谢秀芳,653226XXXXXXXX6341,2024217200,英语23-2班,94,74,99,55,A
史莹,370785XXXXXXXX1637,2024217201,经济23-1班,48,92,78,58,A+
雷霞,130406XXXXXXXX7904,2024217202,自动化23-3班,58,83,33,41,B+
戴文,530501XXXXXXXX7953,2024217203,经济23-2班,75,54,40,85,A
丁旭,410727XXXXXXXX3537,2024217204,法学23-1班,61,63,22,51,B-
万明,510504XXXXXXXX3833,2024217205,计算机23-3班,63,77,73,54,A+
易娜,150826XXXXXXXX9547,2024217206,新媒体23-2班,82,46,34,52,A-
冯波,511126XXXXXXXX5238,2024217207,食品23-3班,55,75,36,76,C+
曾秀珍,513328XXXXXXXX8618,2024217208,土木工程23-2班,58,36,57,91,B-
蒙宇,150826XXXXXXXX3480,2024217209,法学23-1班,83,71,37,58,A-
鞠华,410205XXXXXXXX3737,2024217210,物流管理23-2班,66,100,95,59,D+
毕玲,469029XXXXXXXX0038,2024217211,自动化23-3班,58,71,16,66,C-
李红梅,140202XXXXXXXX3088,2024217212,电信科23-2班,61,89,62,40,D-
王春梅,654326XXXXXXXX1561,2024217213,计算机23-2班,47,38,85,37,B
徐玉英,411525XXXXXXXX4076,2024217214,法学23-3班,92,62,87,35,A+
王华,632623XXXXXXXX4794,2024217215,法学23-3班,66,80,54,38,C-
王雷,513331XXXXXXXX6009,2024217216,食品23-1班,64,60,65,63,C
陈帆,130930XXXXXXXX5915,2024217217,法学23-1班,82,34,27,51,C
彭宇,340202XXXXXXXX4340,2024217218,自动化23-3班,48,38,23,51,E
董飞,320301XXXXXXXX0070,2024217219,土木工程23-2班,75,86,38,87,D-
钟秀云,210602XXXXXXXX742X,2024217220,计算机23-1班,100,62,58,38,C-
罗秀兰,510303XXXXXXXX5202,2024217221,化工23-1班,59,30,63,43,B+
傅宁,411282XXXXXXXX0150,2024217222,化工23-2班,89,86,62,77,E
满燕,430700XXXXXXXX4056,2024217223,新能源23-3班,48,38,53,37,A
赵斌,152201XXXXXXXX6730,2024217224,机械工程23-3班,70,94,36,95,C-
罗博,420501XXXXXXXX2554,2024217225,新媒体23-1班,62,74,40,55,B-
段凯,632725XXXXXXXX9152,2024217226,法学23-1班,76,81,17,46,E
王帅,630200XXXXXXXX3264,2024217227,环境23-3班,72,77,50,52,D-
谢淑英,231221XXXXXXXX2376,2024217228,自动化23-3班,67,88,51,70,B
冯平,371625XXXXXXXX7911,2024217229,电信科23-1班,65,32,76,39,D-
徐秀兰,210904XXXXXXXX491X,2024217230,新能源23-3班,66,29,78,82,D-
杨凯,331124XXXXXXXX8015,2024217231,英语23-2班,84,38,34,77,B+
范秀梅,331003XXXXXXXX4418,2024217232,物流管理23-3班,46,86,48,78,E
胥兵,220211XXXXXXXX7371,2024217233,法学23-1班,82,100,25,37,B+
曲雪梅,450921XXXXXXXX9289,2024217234,环境23-2班,47,76,39,55,E
胡亮,460200XXXXXXXX5699,2024217235,经济23-1班,96,26,61,49,A-
蒋丽娟,652825XXXXXXXX8471,2024217236,计算机23-1班,97,55,65,54,C+
周冬梅,441423XXXXXXXX5639,2024217237,物流管理23-1班,54,35,78,91,D-
舒华,610826XXXXXXXX1696,2024217238,经济23-2班,53,84,79,66,D-
黄秀荣,340302XXXXXXXX8082,2024217239,电信科23-2班,72,29,45,51,B-
陈平,430304XXXXXXXX2665,2024217240,土木工程23-1班,72,37,42,55,C
蒙丽,320922XXXXXXXX5093,2024217241,法学23-1班,99,47,46,77,E
吴峰,510402XXXXXXXX7065,2024217242,电信科23-1班,79,27,59,61,D+
陈涛,510703XXXXXXXX4457,2024217243,经济23-1班,90,87,56,76,A-
徐欢,511921XXXXXXXX4613,2024217244,计算机23-3班,56,39,92,61,B
胡健,210303XXXXXXXX5066,2024217245,环境23-2班,51,67,34,80,A+
熊宁,230206XXXXXXXX1391,2024217246,自动化23-1班,50,70,26,36,A
张欢,230705XXXXXXXX1693,2024217247,计算机23-1班,96,64,40,42,A+
崔燕,450500XXXXXXXX8179,2024217248,环境23-2班,57,74,73,88,B+
王红,330825XXXXXXXX4500,2024217249,食品23-2班,91,94,31,38,D-
张慧,130721XXXXXXXX6463,2024217250,食品23-1班,62,61,58,70,E
赵利,211281XXXXXXXX7115,2024217251,新媒体23-2班,48,88,29,49,A
董明,500200XXXXXXXX6522,2024217252,计算机23-1班,90,90,19,100,D+
王斌,620623XXXXXXXX9999,2024217253,机械工程23-3班,94,72,53,78,A
丛玉珍,430624XXXXXXXX016X,2024217254,经济23-1班,80,48,69,69,A
阎建,320925XXXXXXXX447X,2024217255,机械工程23-3班,98,25,87,98,D-
崔帅,542126XXXXXXXX8107,2024217256,食品23-1班,67,56,18,45,C
胡鑫,130129XXXXXXXX1087,2024217257,机械工程23-1班,45,81,96,52,C
李淑珍,530723XXXXXXXX0540,2024217258,物流管理23-1班,59,28,84,88,C-
张芳,341800XXXXXXXX2282,2024217259,环境23-1班,82,77,32,73,B+
张凤英,511825XXXXXXXX7137,2024217260,土木工程23-3班,55,53,99,43,B
黄冬梅,640121XXXXXXXX4439,2024217261,自动化23-2班,61,30,35,96,A+
朱磊,440511XXXXXXXX3497,2024217262,环境23-2班,55,86,20,72,D
朱桂芝,341822XXXXXXXX3881,2024217263,土木工程23-1班,54,73,32,64,E
罗浩,361102XXXXXXXX5045,2024217264,物流管理23-3班,68,84,95,56,A+
姚颖,820000XXXXXXXX8294,2024217265,城市地下空间23-1班,82,54,16,94,C-
沙娜,451228XXXXXXXX4114,2024217266,新媒体23-2班,96,63,49,49,E
谈萍,340421XXXXXXXX4790,2024217267,经济23-1班,56,35,88,82,A+
蒋莉,500108XXXXXXXX9613,2024217268,城市地下空间23-1班,45,61,77,58,B-
郭芳,350781XXXXXXXX5992,2024217269,食品23-2班,78,35,41,68,C+
张刚,211402XXXXXXXX9166,2024217270,英语23-3班,86,89,74,96,B-
窦兵,130401XXXXXXXX0463,2024217271,广告23-2班,49,85,89,73,C+
罗成,350724XXXXXXXX3594,2024217272,电信科23-1班,60,58,45,41,B
蒋洁,350721XXXXXXXX7167,2024217273,法学23-3班,91,37,67,39,C+
周文,320723XXXXXXXX3399,2024217274,土木工程23-1班,49,44,78,86,D+
曾晨,621202XXXXXXXX8531,2024217275,食品23-3班,86,42,39,74,B
张阳,511521XXXXXXXX0991,2024217276,自动化23-2班,81,81,49,79,B+
潘林,371401XXXXXXXX6072,2024217277,机械工程23-2班,55,93,57,90,C+
吴想,411726XXXXXXXX099X,2024217278,自动化23-1班,51,41,94,40,C-
兰建平,620502XXXXXXXX5591,2024217279,法学23-3班,77,59,20,51,A+
刘刚,450401XXXXXXXX3945,2024217280,环境23-1班,98,45,63,84,D-
王军,360727XXXXXXXX3168,2024217281,新能源23-3班,74,38,52,72,B-
郭英,130428XXXXXXXX2288,2024217282,土木工程23-2班,64,46,54,93,B+
孙霞,130535XXXXXXXX7295,2024217283,环境23-2班,96,85,58,71,C-
朱冬梅,210105XXXXXXXX5805,2024217284,电信科23-3班,72,53,40,36,C+
王冬梅,620900XXXXXXXX9723,2024217285,经济23-3班,84,60,27,71,D
吴婷,433130XXXXXXXX0296,2024217286,自动化23-2班,52,74,36,92,D
杨华,350722XXXXXXXX2614,2024217287,经济23-2班,65,31,34,93,A+
罗岩,110109XXXXXXXX9610,2024217288,环境23-1班,70,68,65,93,D
马桂芳,441424XXXXXXXX6322,2024217289,英语23-1班,53,86,93,66,D
裴柳,430601XXXXXXXX6288,2024217290,食品23-2班,80,27,51,63,C+
高萍,150402XXXXXXXX6592,2024217291,食品23-3班,49,30,16,71,C
谢秀兰,450222XXXXXXXX4176,2024217292,新能源23-3班,49,58,73,98,D-
尚洋,451123XXXXXXXX6498,2024217293,法学23-2班,53,45,32,39,C+
文金凤,140725XXXXXXXX3037,2024217294,法学23-2班,77,46,83,53,A
陈辉,321324XXXXXXXX3617,2024217295,化工23-2班,68,91,95,48,E
萧小红,654301XXXXXXXX7992,2024217296,物流管理23-2班,46,33,99,89,A-
邓超,620102XXXXXXXX4291,2024217297,广告23-1班,79,40,98,52,E
黄兵,611021XXXXXXXX8696,2024217298,自动化23-1班,56,72,50,39,D-
李婷,653130XXXXXXXX9594,2024217299,新媒体23-2班,100,60,98,100,C
孙杨,520628XXXXXXXX7867,2024217300,机械工程23-2班,57,48,22,45,A
黄琴,510821XXXXXXXX9559,2024217301,城市地下空间23-3班,57,51,24,100,D-
王建军,330381XXXXXXXX0967,2024217302,机械工程23-2班,73,69,37,47,B
王桂芳,371201XXXXXXXX8453,2024217303,物流管理23-2班,57,76,21,58,B
杨瑞,522729XXXXXXXX2420,2024217304,环境23-3班,56,91,55,58,A
陈丽,440823XXXXXXXX4119,2024217305,化工23-2班,53,42,76,67,A+
马明,130635XXXXXXXX2187,2024217306,新媒体23-1班,56,86,36,70,A+
李辉,230700XXXXXXXX2980,2024217307,城市地下空间23-3班,50,44,59,59,B-
李红霞,150823XXXXXXXX3056,2024217308,化工23-3班,78,36,65,99,C-
邓建军,320281XXXXXXXX2581,2024217309,化工23-3班,98,56,78,98,D+
杨云,410305XXXXXXXX8335,2024217310,电信科23-3班,90,33,81,53,A
王红梅,420500XXXXXXXX6666,2024217311,自动化23-3班,99,33,76,85,B
孙宇,230229XXXXXXXX1482,2024217312,化工23-2班,47,39,58,82,C+
陈婷婷,331126XXXXXXXX7107,2024217313,物流管理23-3班,66,55,72,82,C-
李丹丹,530601XXXXXXXX5459,2024217314,化工23-3班,89,69,76,48,D+
张玉兰,530800XXXXXXXX1082,2024217315,电信科23-1班,96,76,20,47,A-
曾磊,130429XXXXXXXX8975,2024217316,新能源23-1班,57,81,80,42,E
余建国,370634XXXXXXXX3606,2024217317,计算机23-2班,51,79,82,47,D
王琳,220203XXXXXXXX6184,2024217318,化工23-3班,94,83,32,73,B-
曾小红,230123XXXXXXXX6013,2024217319,广告23-3班,56,60,15,98,B-
宋英,622900XXXXXXXX2090,2024217320,英语23-3班,78,58,86,62,C+
高文,650104XXXXXXXX8126,2024217321,法学23-2班,57,26,55,63,D
曹雪梅,320903XXXXXXXX8743,2024217322,新媒体23-3班,96,77,77,76,A+
王雪梅,130223XXXXXXXX1550,2024217323,物流管理23-3班,81,52,87,79,C+
徐荣,430111XXXXXXXX0553,2024217324,广告23-2班,96,85,36,72,A+
赵金凤,652722XXXXXXXX5292,2024217325,经济23-1班,91,50,59,60,D+
赵霞,350602XXXXXXXX2449,2024217326,新媒体23-2班,55,66,63,59,C
欧阳海燕,130929XXXXXXXX4199,2024217327,土木工程23-2班,98,91,75,44,A
刘秀云,620621XXXXXXXX6313,2024217328,物流管理23-3班,53,30,97,38,B+
杨桂兰,540227XXXXXXXX6685,2024217329,新能源23-2班,99,74,66,75,E
黄浩,360829XXXXXXXX0163,2024217330,城市地下空间23-3班,92,50,49,50,E
李金凤,652928XXXXXXXX0680,2024217331,电信科23-3班,63,31,23,96,D-
谢建军,130581XXXXXXXX4495,2024217332,广告23-3班,48,34,98,88,E
李健,632801XXXXXXXX2634,2024217333,机械工程23-1班,58,69,61,82,D+
唐瑜,520423XXXXXXXX6796,2024217334,机械工程23-2班,90,57,29,41,A+
薛晶,441600XXXXXXXX7931,2024217335,新能源23-3班,47,53,22,55,A
岳秀华,371701XXXXXXXX1487,2024217336,英语23-1班,66,97,98,45,A+
杨坤,620101XXXXXXXX7691,2024217337,广告23-2班,48,71,45,96,E
刘桂芝,350181XXXXXXXX9630,2024217338,电信科23-3班,56,92,39,98,B-
